post_parent,ID,sku,parent_sku,meta:aws_url_field,meta:cdn_featured_image,meta:cdn_gallery_urls,meta:cdn_gallery_urls_0_cdn_gallery_link,meta:cdn_gallery_urls_1_cdn_gallery_link,meta:cdn_gallery_urls_2_cdn_gallery_link,meta:cdn_gallery_urls_3_cdn_gallery_link,meta:cdn_gallery_urls_4_cdn_gallery_link,meta:cdn_product_gallery,meta:cdn_url,meta:fin_sku_field,meta:wcbvp_variations_data
65086,99470,#12997,1313,,,,,,,,,,,40859-9-AC1D._ADD,
65086,99472,#12998,1313,,,,,,,,,,,40859-5-AC2D._ADD,
65086,99474,#12999,1313,,,,,,,,,,,40859-6-AC2D._ADD,
65086,99476,#13000,1313,,,,,,,,,,,40859-7-AC2D._ADD,
65086,99478,#13001,1313,,,,,,,,,,,40859-8-AC2D._ADD,
65086,99480,#13002,1313,,,,,,,,,,,40859-9-AC2D._ADD,
65086,99482,#13003,1313,,,,,,,,,,,40859-5-IEK._ADD,
65086,99484,#13004,1313,,,,,,,,,,,40859-6-IEK._ADD,
65086,99486,#13005,1313,,,,,,,,,,,40859-7-IEK._ADD,
65086,99488,#13006,1313,,,,,,,,,,,40859-8-IEK._ADD,
65086,99490,#13007,1313,,,,,,,,,,,40859-9-IEK._ADD,
65086,99492,#13008,1313,,,,,,,,,,,"40859-8-Destiny Pop Dot w/Navy._ADD",
65086,99494,#13009,1313,,,,,,,,,,,"40859-9-Destiny Pop Dot w/Navy._ADD",
65086,99496,#13010,1313,,,,,,,,,,,"40859-5-Gentle Peach w/Ivory._ADD",
65086,99498,#13011,1313,,,,,,,,,,,"40859-6-Gentle Peach w/Ivory._ADD",
65086,99500,#13012,1313,,,,,,,,,,,"40859-7-Gentle Peach w/Ivory._ADD",
65086,99502,#13013,1313,,,,,,,,,,,"40859-8-Gentle Peach w/Ivory._ADD",
65086,99504,#13014,1313,,,,,,,,,,,"40859-9-Gentle Peach w/Ivory._ADD",
65086,99506,#13015,1313,,,,,,,,,,,"40859-9-Royal Garnet._ADD",
65086,99508,#13016,1313,,,,,,,,,,,"40859-5-Blue Whimsy Lace._ADD",
65086,99510,#13017,1313,,,,,,,,,,,"40859-6-Blue Whimsy Lace._ADD",
65086,99512,#13018,1313,,,,,,,,,,,"40859-7-Blue Whimsy Lace._ADD",
65086,99514,#13019,1313,,,,,,,,,,,"40859-8-Blue Whimsy Lace._ADD",
65086,99516,#13020,1313,,,,,,,,,,,"40859-6-Urban Stripe._ADD",
65086,99518,#13021,1313,,,,,,,,,,,"40859-5-Artesian Dot/Lucent Blue Lace._ADD",
65086,99520,#13022,1313,,,,,,,,,,,"40859-7-Artesian Dot/Lucent Blue Lace._ADD",
65086,124569,#12904,1313,,,,,,,,,,,"40859-6-Briny Pink Heather._ADD",
65086,124570,#12905,1313,,,,,,,,,,,"40859-7-Briny Pink Heather._ADD",
65086,124571,#12906,1313,,,,,,,,,,,"40859-9-Briny Pink Heather._ADD",
65086,178337,#418754,1313,,,,,,,,,,,"40859-5-Aqua Glow._ADD",
65086,178338,#418881,1313,,,,,,,,,,,"40859-8-Velvet Floral Print/Black._ADD",
65086,178339,#418943,1313,,,,,,,,,,,"40859-8-Painted Spots Pink/Creme Pink._ADD",
65086,178340,#418948,1313,,,,,,,,,,,"40859-9-Navy Romance Floral/Navy._ADD",
65086,178341,#419223,1313,,,,,,,,,,,"40859-6-Painted Spots Pink/Creme Pink._ADD",
65086,178342,#419224,1313,,,,,,,,,,,"40859-6-Velvet Floral Print/Black._ADD",
65086,178343,#419229,1313,,,,,,,,,,,"40859-8-Navy Romance Floral/Navy._ADD",
65086,178344,#419381,1313,,,,,,,,,,,"40859-7-Aqua Glow._ADD",
65086,178345,#419382,1313,,,,,,,,,,,"40859-7-Velvet Floral Print/Black._ADD",
65086,178346,#419479,1313,,,,,,,,,,,"40859-9-Velvet Floral Print/Black._ADD",
65086,178347,#419483,1313,,,,,,,,,,,"40859-8-Aqua Glow._ADD",
65086,178348,#419484,1313,,,,,,,,,,,"40859-5-Painted Spots Pink/Creme Pink._ADD",
65086,178349,#419485,1313,,,,,,,,,,,"40859-5-Velvet Floral Print/Black._ADD",
65086,178350,#419547,1313,,,,,,,,,,,"40859-9-Painted Spots Pink/Creme Pink._ADD",
65086,178351,#419820,1313,,,,,,,,,,,"40859-6-Aqua Glow._ADD",
65086,178352,#419821,1313,,,,,,,,,,,"40859-7-Painted Spots Pink/Creme Pink._ADD",
65086,178353,#419867,1313,,,,,,,,,,,"40859-7-Navy Romance Floral/Navy._ADD",
65086,211158,#421140,1313,,,,,,,,,,,"40859-6-Dash Daisy/Nightshade Blue._ADD",
65086,211159,#421144,1313,,,,,,,,,,,"40859-9-Dash Daisy/Nightshade Blue._ADD",
65086,211160,#421154,1313,,,,,,,,,,,"40859-8-Dash Daisy/Nightshade Blue._ADD",
65086,211161,#421159,1313,,,,,,,,,,,"40859-5-Dash Daisy/Nightshade Blue._ADD",
,65092,1314,,,,,,,,,,,,,
65092,68822,#13065,1314,,,,,,,,,,,"40861-5-Black W/Beige Lining._ADD",
65092,68823,#13066,1314,,,,,,,,,,,"40861-6-Black W/Beige Lining._ADD",
65092,68824,#13067,1314,,,,,,,,,,,"40861-7-Black W/Beige Lining._ADD",
65092,68825,#13069,1314,,,,,,,,,,,"40861-9-Black W/Body Beige Lining._ADD",
65092,68826,#13073,1314,,,,,,,,,,,"40861-5-Camera Red-y W/Black._ADD",
65092,68827,#13074,1314,,,,,,,,,,,"40861-6-Camera Red-y W/Black._ADD",
65092,68828,#13075,1314,,,,,,,,,,,"40861-7-Camera Red-y W/Black._ADD",
65092,68829,#13078,1314,,,,,,,,,,,40861-5-Ivory/Shell._ADD,
65092,68831,#13082,1314,,,,,,,,,,,40861-9-Ivory/Shell._ADD,
65092,68833,#13087,1314,,,,,,,,,,,"40861-9-Latte Lift/Ik._ADD",
65092,68834,#13088,1314,,,,,,,,,,,"40861-5-Navy/White Dot._ADD",
65092,68835,#13089,1314,,,,,,,,,,,"40861-6-Navy/White Dot._ADD",
65092,68836,#13090,1314,,,,,,,,,,,"40861-7-Navy/White Dot._ADD",
65092,68837,#13091,1314,,,,,,,,,,,"40861-8-Navy/White Dot._ADD",
65092,68838,#13092,1314,,,,,,,,,,,"40861-9-Navy/White Dot._ADD",
65092,84987,#13080,1314,,,,,,,,,,,40861-7-Ivory/Shell._ADD,
65092,84989,#13084,1314,,,,,,,,,,,"40861-6-Latte Lift/Ik._ADD",
65092,84991,#13085,1314,,,,,,,,,,,"40861-7-Latte Lift/Ik._ADD",
65092,99550,#13038,1314,,,,,,,,,,,"40861-6-Lilac Natural Stripe w/Lilac Blossom._ADD",
65092,99552,#13039,1314,,,,,,,,,,,"40861-7-Lilac Natural Stripe w/Lilac Blossom._ADD",
65092,99554,#13040,1314,,,,,,,,,,,"40861-8-Lilac Natural Stripe w/Lilac Blossom._ADD",
65092,99556,#13041,1314,,,,,,,,,,,"40861-5-Pirouette Sketch Floral w/Black._ADD",
65092,99558,#13042,1314,,,,,,,,,,,"40861-8-Pirouette Sketch Floral w/Black._ADD",
65092,99560,#13043,1314,,,,,,,,,,,"40861-6-Valiant Blue w/ Black._ADD",
65092,99562,#13044,1314,,,,,,,,,,,"40861-7-Valiant Blue w/ Black._ADD",
65092,99564,#13045,1314,,,,,,,,,,,"40861-8-Valiant Blue w/ Black._ADD",
65092,99566,#13046,1314,,,,,,,,,,,"40861-5-Exotic Floral Print w/ Magenta Jam._ADD",
65092,99568,#13047,1314,,,,,,,,,,,"40861-6-Exotic Floral Print w/ Magenta Jam._ADD",
65092,99570,#13048,1314,,,,,,,,,,,"40861-8-Exotic Floral Print w/ Magenta Jam._ADD",
65092,99572,#13049,1314,,,,,,,,,,,"40861-5-Feather Print._ADD",
65092,99574,#13050,1314,,,,,,,,,,,"40861-6-Feather Print._ADD",
65092,99576,#13051,1314,,,,,,,,,,,"40861-7-Feather Print._ADD",
65092,99578,#13052,1314,,,,,,,,,,,"40861-8-Feather Print._ADD",
65092,99580,#13053,1314,,,,,,,,,,,"40861-8-Jade Black Dot._ADD",
65092,99582,#13054,1314,,,,,,,,,,,"40861-6-Romance Pink Dot/Romance Red._ADD",
65092,99584,#13055,1314,,,,,,,,,,,"40861-7-Romance Pink Dot/Romance Red._ADD",
65092,99586,#13056,1314,,,,,,,,,,,"40861-8-Romance Pink Dot/Romance Red._ADD",
65092,99588,#13057,1314,,,,,,,,,,,"40861-5-New Vanda Orchid._ADD",
65092,99590,#13058,1314,,,,,,,,,,,"40861-6-New Vanda Orchid._ADD",
65092,99592,#13059,1314,,,,,,,,,,,"40861-7-New Vanda Orchid._ADD",
65092,99594,#13060,1314,,,,,,,,,,,"40861-8-New Vanda Orchid._ADD",
65092,99596,#13061,1314,,,,,,,,,,,"40861-5-Coral Punch._ADD",
65092,99598,#13062,1314,,,,,,,,,,,"40861-6-Coral Punch._ADD",
65092,99600,#13063,1314,,,,,,,,,,,"40861-7-Coral Punch._ADD",
65092,99602,#13064,1314,,,,,,,,,,,"40861-8-Coral Punch._ADD",
65092,99604,#13068,1314,,,,,,,,,,,"40861-8-Black W/Beige Lining._ADD",
65092,99606,#13070,1314,,,,,,,,,,,"40861-5-Spicy Bronze W/Cream._ADD",
65092,99608,#13071,1314,,,,,,,,,,,"40861-6-Spicy Bronze W/Cream._ADD",
65092,99610,#13072,1314,,,,,,,,,,,"40861-8-Spicy Bronze W/Cream._ADD",
65092,99612,#13076,1314,,,,,,,,,,,"40861-8-Camera Red-y W/Black._ADD",
65092,99614,#13077,1314,,,,,,,,,,,"40861-9-Camera Red-y W/Black._ADD",
65092,99616,#13081,1314,,,,,,,,,,,40861-8-Ivory/Shell._ADD,
65092,99618,#13083,1314,,,,,,,,,,,"40861-5-Latte Lift/Ik._ADD",
65092,99620,#13098,1314,,,,,,,,,,,"40861-5-Floral Trellis/Black._ADD",
65092,99622,#13099,1314,,,,,,,,,,,"40861-6-Floral Trellis/Black._ADD",
65092,99624,#13100,1314,,,,,,,,,,,"40861-7-Floral Trellis/Black._ADD",
65092,99626,#13101,1314,,,,,,,,,,,"40861-8-Floral Trellis/Black._ADD",
65092,99628,#13102,1314,,,,,,,,,,,"40861-9-Floral Trellis/Black._ADD",
65092,99630,#13103,1314,,,,,,,,,,,"40861-5-Crystal Animal._ADD",
65092,99632,#13104,1314,,,,,,,,,,,"40861-6-Crystal Animal._ADD",
65092,99634,#13105,1314,,,,,,,,,,,"40861-7-Crystal Animal._ADD",
65092,99636,#13106,1314,,,,,,,,,,,"40861-8-Crystal Animal._ADD",
65092,99638,#13107,1314,,,,,,,,,,,"40861-5-Strawberry Dot Print w/Black._ADD",
65092,99640,#13108,1314,,,,,,,,,,,"40861-6-Strawberry Dot Print w/Black._ADD",
65092,99642,#13109,1314,,,,,,,,,,,"40861-5-Paris Animal w/Paris Nude._ADD",
65092,99644,#13110,1314,,,,,,,,,,,"40861-6-Paris Animal w/Paris Nude._ADD",
65092,99646,#13111,1314,,,,,,,,,,,"40861-7-Paris Animal w/Paris Nude._ADD",
65092,99648,#13112,1314,,,,,,,,,,,"40861-8-Paris Animal w/Paris Nude._ADD",
65092,99650,#13113,1314,,,,,,,,,,,"40861-5-Gentle Peach w/Ivory._ADD",
65092,99652,#13114,1314,,,,,,,,,,,"40861-6-Gentle Peach w/Ivory._ADD",
65092,99654,#13115,1314,,,,,,,,,,,"40861-7-Gentle Peach w/Ivory._ADD",
65092,99656,#13116,1314,,,,,,,,,,,"40861-8-Gentle Peach w/Ivory._ADD",
65092,99658,#13117,1314,,,,,,,,,,,"40861-5-Slate Skin Print._ADD",
65092,99660,#13118,1314,,,,,,,,,,,"40861-6-Slate Skin Print._ADD",
65092,99662,#13119,1314,,,,,,,,,,,"40861-7-Slate Skin Print._ADD",
65092,99664,#13120,1314,,,,,,,,,,,"40861-8-Slate Skin Print._ADD",
65092,99666,#13121,1314,,,,,,,,,,,"40861-5-Sparkling Purple w/Showtime Fuchsia._ADD",
65092,99668,#13122,1314,,,,,,,,,,,"40861-6-Sparkling Purple w/Showtime Fuchsia._ADD",
65092,99670,#13123,1314,,,,,,,,,,,"40861-7-Sparkling Purple w/Showtime Fuchsia._ADD",
65092,99672,#13124,1314,,,,,,,,,,,"40861-8-Sparkling Purple w/Showtime Fuchsia._ADD",
65092,99674,#13128,1314,,,,,,,,,,,"40861-5-Bikini Pink w/Pink Pirouette._ADD",
65092,99676,#13129,1314,,,,,,,,,,,"40861-6-Bikini Pink w/Pink Pirouette._ADD",
65092,99678,#13130,1314,,,,,,,,,,,"40861-5-Ivory Lace Net Print._ADD",
65092,99680,#13131,1314,,,,,,,,,,,"40861-5-Evening Blush w/Pink Pirouette._ADD",
65092,99682,#13132,1314,,,,,,,,,,,"40861-7-Evening Blush w/Pink Pirouette._ADD",
65092,99684,#13133,1314,,,,,,,,,,,"40861-5-Whimsy Tattoo Print w/Chateau Blue._ADD",
65092,99686,#13134,1314,,,,,,,,,,,"40861-8-Whimsy Tattoo Print w/Chateau Blue._ADD",
65092,99688,#13135,1314,,,,,,,,,,,"40861-5-Black and Navy Blossoms._ADD",
65092,99690,#13136,1314,,,,,,,,,,,"40861-6-Black and Navy Blossoms._ADD",
65092,99692,#13137,1314,,,,,,,,,,,"40861-7-Black and Navy Blossoms._ADD",
65092,126280,#13093,1314,,,,,,,,,,,"40861-5-Boho Paisley._ADD",
65092,126281,#13094,1314,,,,,,,,,,,"40861-6-Boho Paisley._ADD",
65092,126282,#13095,1314,,,,,,,,,,,"40861-7-Boho Paisley._ADD",
65092,126283,#13096,1314,,,,,,,,,,,"40861-8-Boho Paisley._ADD",
65092,126284,#13097,1314,,,,,,,,,,,"40861-9-Boho Paisley._ADD",
65092,126285,#13125,1314,,,,,,,,,,,"40861-5-Black Masquerade Dot w/Red._ADD",
65092,126286,#13126,1314,,,,,,,,,,,"40861-6-Black Masquerade Dot w/Red._ADD",
65092,126287,#13127,1314,,,,,,,,,,,40861-7-OY2._ADD,
65092,136705,#13079,1314,,,,,,,,,,,40861-6-Ivory/Shell._ADD,
65092,136706,#13086,1314,,,,,,,,,,,"40861-8-Latte Lift/Ik._ADD",
,65097,1315,,,,,,,,,,,,,
65097,68839,#62198,1315,,,,,,,,,,,40CFF4-5-Black/Black/Black/Black._ADD,
65097,68840,#62199,1315,,,,,,,,,,,40CFF4-6-Black/Black/Black/Black._ADD,
65097,68841,#62200,1315,,,,,,,,,,,40CFF4-7-Black/Black/Black/Black._ADD,
65097,68842,#62201,1315,,,,,,,,,,,40CFF4-8-Black/Black/Black/Black._ADD,
65097,68843,#62202,1315,,,,,,,,,,,40CFF4-9-Black/Black/Black/Black._ADD,
65097,68844,#62203,1315,,,,,,,,,,,"40CFF4-5-White/Light Buff/White/Soft Taupe._ADD",
65097,68845,#62204,1315,,,,,,,,,,,"40CFF4-6-White/Light Buff/White/Soft Taupe._ADD",
65097,68846,#62205,1315,,,,,,,,,,,"40CFF4-7-White/Light Buff/White/Soft Taupe._ADD",
65097,68847,#62206,1315,,,,,,,,,,,"40CFF4-8-White/Light Buff/White/Soft Taupe._ADD",
65097,68848,#62207,1315,,,,,,,,,,,"40CFF4-9-White/Light Buff/White/Soft Taupe._ADD",
65097,68849,#62208,1315,,,,,,,,,,,"40CFF4-5-White/Silver Shadow/Ballerina Slipper/Misty Lilac._ADD",
65097,68850,#62209,1315,,,,,,,,,,,"40CFF4-6-White/Silver Shadow/Ballerina Slipper/Misty Lilac._ADD",
65097,68851,#62210,1315,,,,,,,,,,,"40CFF4-7-White/Silver Shadow/Ballerina Slipper/Misty Lilac._ADD",
65097,68852,#62211,1315,,,,,,,,,,,"40CFF4-8-White/Silver Shadow/Ballerina Slipper/Misty Lilac._ADD",
65097,68853,#62212,1315,,,,,,,,,,,"40CFF4-9-White/Silver Shadow/Ballerina Slipper/Misty Lilac._ADD",
65097,68854,#62213,1315,,,,,,,,,,,"40CFF4-5-White/Blue Bling/Sterling Grey/Coil Blue._ADD",
65097,68855,#62214,1315,,,,,,,,,,,"40CFF4-6-White/Blue Bling/Sterling Grey/Coil Blue._ADD",
65097,68856,#62215,1315,,,,,,,,,,,"40CFF4-7-White/Blue Bling/Sterling Grey/Coil Blue._ADD",
65097,68857,#62216,1315,,,,,,,,,,,"40CFF4-8-White/Blue Bling/Sterling Grey/Coil Blue._ADD",
65097,99699,#62217,1315,,,,,,,,,,,"40CFF4-9-White/Blue Bling/Sterling Grey/Coil Blue._ADD",
65097,99701,#62218,1315,,,,,,,,,,,40CFF4-5-ANRB._ADD,
65097,99703,#62219,1315,,,,,,,,,,,40CFF4-6-ANRB._ADD,
65097,99705,#62220,1315,,,,,,,,,,,40CFF4-7-ANRB._ADD,
65097,99707,#62221,1315,,,,,,,,,,,40CFF4-8-ANRB._ADD,
65097,99709,#62222,1315,,,,,,,,,,,40CFF4-9-ANRB._ADD,
65097,178356,#418669,1315,,,,,,,,,,,"40CFF4-5-Light Buff/Blue Flight/Studio Pink/Petro Teal._ADD",
65097,178357,#418794,1315,,,,,,,,,,,"40CFF4-7-Light Buff/Blue Flight/Studio Pink/Petro Teal._ADD",
65097,178358,#419053,1315,,,,,,,,,,,"40CFF4-8-Light Buff/Blue Flight/Studio Pink/Petro Teal._ADD",
65097,178359,#419331,1315,,,,,,,,,,,"40CFF4-6-Light Buff/Blue Flight/Studio Pink/Petro Teal._ADD",
65097,178360,#419616,1315,,,,,,,,,,,"40CFF4-9-Light Buff/Blue Flight/Studio Pink/Petro Teal._ADD",
65097,195537,#420283,1315,,,,,,,,,,,"40CFF4-5-Orange/Light Buff/Lilac/Purple Mountains._ADD",
65097,195538,#420284,1315,,,,,,,,,,,"40CFF4-6-Orange/Light Buff/Lilac/Purple Mountains._ADD",
65097,195539,#420285,1315,,,,,,,,,,,"40CFF4-7-Orange/Light Buff/Lilac/Purple Mountains._ADD",
65097,195540,#420288,1315,,,,,,,,,,,"40CFF4-9-Orange/Light Buff/Lilac/Purple Mountains._ADD",
65097,195541,#420752,1315,,,,,,,,,,,"40CFF4-8-Orange/Light Buff/Lilac/Purple Mountains._ADD",
,65102,1316,,,,,,,,,,,,,
65102,68858,#59657,1316,,,,,,,,,,,40H6CC-5-SF4._ADD,
65102,68859,#59658,1316,,,,,,,,,,,40H6CC-6-SF4._ADD,
65102,68860,#59659,1316,,,,,,,,,,,40H6CC-7-SF4._ADD,
65102,68861,#59660,1316,,,,,,,,,,,40H6CC-8-SF4._ADD,
65102,68862,#59661,1316,,,,,,,,,,,40H6CC-9-SF4._ADD,
65102,68863,#59662,1316,,,,,,,,,,,40H6CC-10-SF4._ADD,
65102,68864,#59663,1316,,,,,,,,,,,40H6CC-5-N1G._ADD,
65102,68865,#59664,1316,,,,,,,,,,,40H6CC-6-N1G._ADD,
65102,68866,#59665,1316,,,,,,,,,,,40H6CC-7-N1G._ADD,
65102,68867,#59666,1316,,,,,,,,,,,40H6CC-8-N1G._ADD,
65102,68868,#59667,1316,,,,,,,,,,,40H6CC-9-N1G._ADD,
65102,68869,#59668,1316,,,,,,,,,,,40H6CC-10-N1G._ADD,
65102,68870,#59669,1316,,,,,,,,,,,40H6CC-5-NSO._ADD,
65102,68871,#59670,1316,,,,,,,,,,,40H6CC-6-NSO._ADD,
65102,68872,#59671,1316,,,,,,,,,,,40H6CC-7-NSO._ADD,
65102,68873,#59672,1316,,,,,,,,,,,40H6CC-8-NSO._ADD,
65102,68874,#59673,1316,,,,,,,,,,,40H6CC-9-NSO._ADD,
65102,68875,#59674,1316,,,,,,,,,,,40H6CC-10-NSO._ADD,
65102,68876,#59675,1316,,,,,,,,,,,40H6CC-5-NJE._ADD,
65102,68877,#59676,1316,,,,,,,,,,,40H6CC-6-NJE._ADD,
65102,68878,#59677,1316,,,,,,,,,,,40H6CC-7-NJE._ADD,
65102,68879,#59678,1316,,,,,,,,,,,40H6CC-8-NJE._ADD,
65102,68880,#59679,1316,,,,,,,,,,,40H6CC-9-NJE._ADD,
65102,68881,#59680,1316,,,,,,,,,,,40H6CC-10-NJE._ADD,
65102,126288,#76293,1316,,,,,,,,,,,40H6CC-11-White/White/White/White/White/White._ADD,
,65103,1318,,,,,,,,,,,,,
65103,68882,#63917,1318,,,,,,,,,,,40ULC1-5-XBK._ADD,
65103,68883,#63920,1318,,,,,,,,,,,40ULC1-8-XBK._ADD,
65103,68884,#63927,1318,,,,,,,,,,,40ULC1-5-AFC._ADD,
65103,68885,#63928,1318,,,,,,,,,,,40ULC1-6-AFC._ADD,
65103,68886,#63929,1318,,,,,,,,,,,40ULC1-7-AFC._ADD,
65103,68887,#63930,1318,,,,,,,,,,,40ULC1-8-AFC._ADD,
65103,68888,#63931,1318,,,,,,,,,,,40ULC1-9-AFC._ADD,
65103,68889,#63932,1318,,,,,,,,,,,40ULC1-5-E8V._ADD,
65103,68890,#63936,1318,,,,,,,,,,,40ULC1-9-E8V._ADD,
65103,68891,#63937,1318,,,,,,,,,,,40ULC1-5-GLO._ADD,
65103,68892,#63940,1318,,,,,,,,,,,40ULC1-8-GLO._ADD,
65103,68893,#63941,1318,,,,,,,,,,,40ULC1-9-GLO._ADD,
65103,68894,#63942,1318,,,,,,,,,,,40ULC1-5-NT8._ADD,
65103,68895,#63943,1318,,,,,,,,,,,40ULC1-6-NT8._ADD,
65103,68896,#63944,1318,,,,,,,,,,,40ULC1-7-NT8._ADD,
65103,68897,#63945,1318,,,,,,,,,,,40ULC1-8-NT8._ADD,
65103,68898,#63946,1318,,,,,,,,,,,40ULC1-9-NT8._ADD,
65103,68899,#63948,1318,,,,,,,,,,,40ULC1-6-ALLB._ADD,
65103,68900,#63950,1318,,,,,,,,,,,40ULC1-8-ALLB._ADD,
65103,68901,#63952,1318,,,,,,,,,,,40ULC1-5-A4KC._ADD,
65103,68902,#63953,1318,,,,,,,,,,,40ULC1-6-A4KC._ADD,
65103,68903,#63954,1318,,,,,,,,,,,40ULC1-7-A4KC._ADD,
65103,68904,#63955,1318,,,,,,,,,,,40ULC1-8-A4KC._ADD,
65103,68905,#63957,1318,,,,,,,,,,,40ULC1-5-A4LC._ADD,
65103,68906,#63958,1318,,,,,,,,,,,40ULC1-6-A4LC._ADD,
65103,68907,#63959,1318,,,,,,,,,,,40ULC1-7-A4LC._ADD,
65103,68908,#63960,1318,,,,,,,,,,,40ULC1-8-A4LC._ADD,
65103,68909,#63961,1318,,,,,,,,,,,40ULC1-9-A4LC._ADD,
65103,68910,#63962,1318,,,,,,,,,,,40ULC1-5-QN1._ADD,
65103,68911,#63963,1318,,,,,,,,,,,40ULC1-6-QN1._ADD,
65103,68912,#63965,1318,,,,,,,,,,,40ULC1-8-QN1._ADD,
65103,68913,#63967,1318,,,,,,,,,,,40ULC1-5-1HF._ADD,
65103,68914,#63968,1318,,,,,,,,,,,40ULC1-6-1HF._ADD,
65103,68915,#63969,1318,,,,,,,,,,,40ULC1-7-1HF._ADD,
65103,68916,#63971,1318,,,,,,,,,,,40ULC1-9-1HF._ADD,
65103,68917,#63972,1318,,,,,,,,,,,40ULC1-5-4O7._ADD,
65103,68918,#63976,1318,,,,,,,,,,,40ULC1-9-4O7._ADD,
65103,68919,#63977,1318,,,,,,,,,,,40ULC1-5-0XS._ADD,
65103,68920,#63978,1318,,,,,,,,,,,40ULC1-6-0XS._ADD,
65103,68921,#63980,1318,,,,,,,,,,,40ULC1-8-0XS._ADD,
65103,68922,#63981,1318,,,,,,,,,,,40ULC1-9-0XS._ADD,
65103,99728,#63918,1318,,,,,,,,,,,40ULC1-6-XBK._ADD,
65103,99730,#63919,1318,,,,,,,,,,,40ULC1-7-XBK._ADD,
65103,99732,#63921,1318,,,,,,,,,,,40ULC1-9-XBK._ADD,
65103,99734,#63922,1318,,,,,,,,,,,40ULC1-5-XWH._ADD,
65103,99736,#63923,1318,,,,,,,,,,,40ULC1-6-XWH._ADD,
65103,99738,#63924,1318,,,,,,,,,,,40ULC1-7-XWH._ADD,
65103,99740,#63925,1318,,,,,,,,,,,40ULC1-8-XWH._ADD,
65103,99742,#63926,1318,,,,,,,,,,,40ULC1-9-XWH._ADD,
65103,99744,#63933,1318,,,,,,,,,,,40ULC1-6-E8V._ADD,
65103,99746,#63934,1318,,,,,,,,,,,40ULC1-7-E8V._ADD,
65103,99748,#63935,1318,,,,,,,,,,,40ULC1-8-E8V._ADD,
65103,99750,#63938,1318,,,,,,,,,,,40ULC1-6-GLO._ADD,
65103,99752,#63939,1318,,,,,,,,,,,40ULC1-7-GLO._ADD,
65103,99754,#63947,1318,,,,,,,,,,,40ULC1-5-ALLB._ADD,
65103,99756,#63949,1318,,,,,,,,,,,40ULC1-7-ALLB._ADD,
65103,99758,#63951,1318,,,,,,,,,,,40ULC1-9-ALLB._ADD,
65103,99760,#63956,1318,,,,,,,,,,,40ULC1-9-A4KC._ADD,
65103,99762,#63964,1318,,,,,,,,,,,40ULC1-7-QN1._ADD,
65103,99764,#63966,1318,,,,,,,,,,,40ULC1-9-QN1._ADD,
65103,99766,#63970,1318,,,,,,,,,,,40ULC1-8-1HF._ADD,
65103,99768,#63973,1318,,,,,,,,,,,40ULC1-6-4O7._ADD,
65103,99770,#63974,1318,,,,,,,,,,,40ULC1-7-4O7._ADD,
65103,99772,#63975,1318,,,,,,,,,,,40ULC1-8-4O7._ADD,
65103,99774,#63979,1318,,,,,,,,,,,40ULC1-7-0XS._ADD,
,65113,1319,,,,,,,,,,,,,
65113,68923,#58737,1319,,,,,,,,,,,40USS3-S-5RF._ADD,
65113,68924,#58742,1319,,,,,,,,,,,40USS3-S-A1MB._ADD,
65113,99780,#58738,1319,,,,,,,,,,,40USS3-M-5RF._ADD,
65113,99782,#58739,1319,,,,,,,,,,,40USS3-L-5RF._ADD,
65113,99784,#58740,1319,,,,,,,,,,,40USS3-XL-5RF._ADD,
65113,99786,#58741,1319,,,,,,,,,,,40USS3-2XL-5RF._ADD,
65113,99788,#58743,1319,,,,,,,,,,,40USS3-M-A1MB._ADD,
65113,99790,#58744,1319,,,,,,,,,,,40USS3-L-A1MB._ADD,
65113,99792,#58745,1319,,,,,,,,,,,40USS3-XL-A1MB._ADD,
65113,99794,#58746,1319,,,,,,,,,,,40USS3-2XL-A1MB._ADD,
65113,99796,#58747,1319,,,,,,,,,,,40USS3-S-A1NB._ADD,
65113,99798,#58748,1319,,,,,,,,,,,40USS3-M-A1NB._ADD,
65113,99800,#58749,1319,,,,,,,,,,,40USS3-L-A1NB._ADD,
65113,134818,#58750,1319,,,,,,,,,,,40USS3-XL-A1NB._ADD,
65113,134819,#58751,1319,,,,,,,,,,,40USS3-2XL-A1NB._ADD,
65113,134820,#58752,1319,,,,,,,,,,,40USS3-S-AGSC._ADD,
65113,134821,#58753,1319,,,,,,,,,,,40USS3-M-AGSC._ADD,
65113,134822,#58754,1319,,,,,,,,,,,40USS3-L-AGSC._ADD,
65113,134823,#58755,1319,,,,,,,,,,,40USS3-XL-AGSC._ADD,
65113,134824,#58756,1319,,,,,,,,,,,40USS3-2XL-AGSC._ADD,
,65114,1320,,,,,,,,,,,,,
65114,68925,#59599,1320,,,,,,,,,,,41H6CC-5-SF4._ADD,
65114,68926,#59600,1320,,,,,,,,,,,41H6CC-6-SF4._ADD,
65114,68927,#59601,1320,,,,,,,,,,,41H6CC-7-SF4._ADD,
65114,68928,#59602,1320,,,,,,,,,,,41H6CC-8-SF4._ADD,
65114,68929,#59603,1320,,,,,,,,,,,41H6CC-9-SF4._ADD,
65114,68930,#59604,1320,,,,,,,,,,,41H6CC-10-SF4._ADD,
65114,68931,#59605,1320,,,,,,,,,,,41H6CC-5-N1G._ADD,
65114,68932,#59606,1320,,,,,,,,,,,41H6CC-6-N1G._ADD,
